"year,"" month"",""carrier"",""carrier_name"",""airport"",""airport_name"",""arr_flights"",""arr_del15"",""carrier_ct"","" weather_ct"",""nas_ct"",""security_ct"",""late_aircraft_ct"",""arr_cancelled"",""arr_diverted"","" arr_delay"","" carrier_delay"",""weather_delay"",""nas_delay"",""security_delay"",""late_aircraft_delay"","
"2020,12,""OO"",""SkyWest Airlines Inc."",""MRY"",""Monterey, CA: Monterey Regional"",155.00,18.00,9.00,0.00,0.00,0.00,9.00,0.00,1.00,1227.00,450.00,0.00,0.00,0.00,777.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""MSN"",""Madison, WI: Dane County Regional-Truax Field"",138.00,18.00,15.00,2.00,0.00,0.00,1.00,1.00,1.00,1014.00,552.00,300.00,0.00,0.00,162.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""MSO"",""Missoula, MT: Missoula International"",159.00,23.00,21.00,2.00,0.00,0.00,0.00,2.00,1.00,1260.00,1180.00,80.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""MSP"",""Minneapolis, MN: Minneapolis-St Paul International"",2351.00,259.00,202.00,54.00,0.00,1.00,2.00,65.00,1.00,31111.00,20968.00,10048.00,0.00,22.00,73.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""MTJ"",""Montrose/Delta, CO: Montrose Regional"",95.00,11.00,10.00,1.00,0.00,0.00,0.00,0.00,0.00,536.00,504.00,32.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""OAK"",""Oakland, CA: Metropolitan Oakland International"",168.00,10.00,6.00,1.00,1.00,0.00,2.00,1.00,0.00,305.00,136.00,104.00,15.00,0.00,50.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""OGS"",""Ogdensburg, NY: Ogdensburg International"",53.00,9.00,8.00,0.00,0.00,0.00,1.00,0.00,0.00,553.00,518.00,0.00,0.00,0.00,35.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""OKC"",""Oklahoma City, OK: Will Rogers World"",388.00,67.00,55.00,2.00,0.00,1.00,9.00,3.00,1.00,3440.00,2813.00,140.00,0.00,20.00,467.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""OMA"",""Omaha, NE: Eppley Airfield"",348.00,49.00,36.00,4.00,0.00,1.00,8.00,4.00,0.00,2638.00,1526.00,198.00,0.00,18.00,896.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""ONT"",""Ontario, CA: Ontario International"",267.00,21.00,15.00,4.00,0.00,0.00,2.00,0.00,0.00,833.00,668.00,98.00,0.00,0.00,67.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""ORD"",""Chicago, IL: Chicago O'Hare International"",2671.00,265.00,154.00,31.00,29.00,0.00,51.00,48.00,2.00,24913.00,12690.00,4579.00,3078.00,0.00,4566.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""ORF"",""Norfolk, VA: Norfolk International"",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""OTH"",""North Bend/Coos Bay, OR: Southwest Oregon Regional"",13.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,75.00,38.00,37.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""PAE"",""Everett, WA: Snohomish County"",23.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,0.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""PAH"",""Paducah, KY: Barkley Regional"",62.00,2.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,80.00,80.00,0.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""PBG"",""Plattsburgh, NY: Plattsburgh International"",53.00,7.00,4.00,0.00,0.00,0.00,3.00,1.00,0.00,848.00,506.00,0.00,0.00,0.00,342.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""PDX"",""Portland, OR: Portland International"",719.00,60.00,35.00,12.00,1.00,0.00,12.00,10.00,1.00,3438.00,1651.00,791.00,16.00,0.00,980.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""PHX"",""Phoenix, AZ: Phoenix Sky Harbor International"",1747.00,198.00,130.00,9.00,2.00,4.00,53.00,9.00,1.00,21417.00,11872.00,765.00,45.00,254.00,8481.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""PIB"",""Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional"",53.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,46.00,0.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""PIH"",""Pocatello, ID: Pocatello Regional"",100.00,14.00,12.00,2.00,0.00,0.00,0.00,0.00,0.00,1106.00,857.00,249.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""PIR"",""Pierre, SD: Pierre Regional"",53.00,9.00,6.00,0.00,0.00,0.00,3.00,0.00,0.00,380.00,231.00,0.00,0.00,0.00,149.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""PIT"",""Pittsburgh, PA: Pittsburgh International"",90.00,12.00,10.00,2.00,0.00,0.00,0.00,3.00,0.00,750.00,676.00,74.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""PLN"",""Pellston, MI: Pellston Regional Airport of Emmet County"",53.00,10.00,7.00,3.00,0.00,0.00,0.00,0.00,0.00,1014.00,229.00,785.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""PNS"",""Pensacola, FL: Pensacola International"",41.00,6.00,2.00,0.00,0.00,0.00,4.00,1.00,1.00,543.00,273.00,0.00,0.00,0.00,270.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""PRC"",""Prescott, AZ: Prescott Regional Ernest A Love Field"",63.00,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,234.00,234.00,0.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""PSC"",""Pasco/Kennewick/Richland, WA: Tri Cities"",272.00,31.00,18.00,10.00,2.00,0.00,1.00,1.00,1.00,1830.00,953.00,618.00,226.00,0.00,33.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""PSP"",""Palm Springs, CA: Palm Springs International"",542.00,67.00,48.00,4.00,3.00,0.00,12.00,7.00,3.00,5981.00,2418.00,769.00,2065.00,0.00,729.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""PUB"",""Pueblo, CO: Pueblo Memorial"",53.00,7.00,6.00,0.00,0.00,0.00,1.00,1.00,0.00,226.00,181.00,0.00,0.00,0.00,45.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""PVD"",""Providence, RI: Theodore Francis Green State"",15.00,3.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,201.00,166.00,35.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""PWM"",""Portland, ME: Portland International Jetport"",,,,,,,,,,,,,,,,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""RAP"",""Rapid City, SD: Rapid City Regional"",192.00,26.00,18.00,6.00,0.00,0.00,2.00,3.00,0.00,991.00,512.00,324.00,0.00,0.00,155.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""RDD"",""Redding, CA: Redding Municipal"",29.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,182.00,182.00,0.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""RDM"",""Bend/Redmond, OR: Roberts Field"",372.00,37.00,23.00,9.00,0.00,0.00,5.00,0.00,3.00,3701.00,1235.00,1993.00,0.00,0.00,473.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""RHI"",""Rhinelander, WI: Rhinelander/Oneida County"",63.00,11.00,9.00,2.00,0.00,0.00,0.00,2.00,1.00,490.00,340.00,150.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""RIC"",""Richmond, VA: Richmond International"",15.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,31.00,31.00,0.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""RIW"",""Riverton/Lander, WY: Riverton Regional"",45.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,2.00,699.00,0.00,0.00,699.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""RKS"",""Rock Springs, WY: Southwest Wyoming Regional"",45.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,1.00,145.00,145.00,0.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""RNO"",""Reno, NV: Reno/Tahoe International"",370.00,25.00,19.00,2.00,0.00,0.00,4.00,0.00,0.00,978.00,729.00,40.00,0.00,0.00,209.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""ROA"",""Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field"",17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""ROC"",""Rochester, NY: Greater Rochester International"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""ROW"",""Roswell, NM: Roswell International Air Center"",57.00,6.00,1.00,0.00,0.00,0.00,5.00,0.00,0.00,198.00,24.00,0.00,0.00,0.00,174.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""RST"",""Rochester, MN: Rochester International"",92.00,9.00,7.00,1.00,0.00,0.00,1.00,1.00,1.00,1112.00,395.00,687.00,0.00,0.00,30.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SAF"",""Santa Fe, NM: Santa Fe Municipal"",96.00,18.00,7.00,0.00,0.00,0.00,11.00,0.00,0.00,2088.00,1201.00,0.00,0.00,0.00,887.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SAN"",""San Diego, CA: San Diego International"",512.00,39.00,24.00,1.00,1.00,0.00,13.00,2.00,2.00,1896.00,1049.00,15.00,16.00,0.00,816.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SAT"",""San Antonio, TX: San Antonio International"",324.00,63.00,50.00,10.00,1.00,0.00,2.00,2.00,0.00,2564.00,1839.00,472.00,88.00,0.00,165.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SAV"",""Savannah, GA: Savannah/Hilton Head International"",8.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,17.00,0.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SBA"",""Santa Barbara, CA: Santa Barbara Municipal"",176.00,11.00,9.00,0.00,0.00,0.00,2.00,0.00,0.00,484.00,301.00,0.00,0.00,0.00,183.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SBN"",""South Bend, IN: South Bend International"",240.00,32.00,25.00,2.00,1.00,0.00,4.00,2.00,0.00,1729.00,1494.00,60.00,46.00,0.00,129.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SBP"",""San Luis Obispo, CA: San Luis County Regional"",266.00,24.00,16.00,0.00,0.00,0.00,8.00,0.00,1.00,1159.00,741.00,0.00,0.00,0.00,418.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SCE"",""State College, PA: University Park"",32.00,10.00,7.00,3.00,0.00,0.00,0.00,1.00,1.00,600.00,472.00,128.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SDF"",""Louisville, KY: Louisville Muhammad Ali International"",30.00,7.00,6.00,0.00,0.00,0.00,1.00,0.00,0.00,402.00,335.00,0.00,0.00,0.00,67.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SEA"",""Seattle, WA: Seattle/Tacoma International"",1883.00,160.00,109.00,35.00,3.00,0.00,13.00,16.00,10.00,10028.00,4687.00,4435.00,258.00,0.00,648.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SFO"",""San Francisco, CA: San Francisco International"",2667.00,195.00,125.00,26.00,8.00,0.00,36.00,14.00,5.00,15447.00,9334.00,2294.00,1355.00,0.00,2464.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SGF"",""Springfield, MO: Springfield-Branson National"",114.00,16.00,11.00,2.00,0.00,0.00,3.00,1.00,0.00,822.00,484.00,129.00,0.00,0.00,209.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SGU"",""St. George, UT: St George Regional"",283.00,22.00,17.00,3.00,0.00,0.00,2.00,1.00,0.00,1384.00,1099.00,226.00,0.00,0.00,59.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SHD"",""Staunton, VA: Shenandoah Valley Regional"",53.00,11.00,9.00,0.00,0.00,0.00,2.00,1.00,0.00,525.00,441.00,0.00,0.00,0.00,84.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SHR"",""Sheridan, WY: Sheridan County"",53.00,5.00,3.00,0.00,0.00,0.00,2.00,0.00,1.00,273.00,171.00,0.00,0.00,0.00,102.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SHV"",""Shreveport, LA: Shreveport Regional"",133.00,14.00,11.00,1.00,0.00,0.00,2.00,1.00,1.00,452.00,298.00,21.00,0.00,0.00,133.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SJC"",""San Jose, CA: Norman Y. Mineta San Jose International"",607.00,53.00,32.00,7.00,0.00,0.00,14.00,4.00,1.00,3006.00,1458.00,771.00,0.00,0.00,777.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SLC"",""Salt Lake City, UT: Salt Lake City International"",4062.00,411.00,316.00,77.00,2.00,0.00,16.00,10.00,0.00,36490.00,26348.00,8651.00,331.00,0.00,1160.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SLN"",""Salina, KS: Salina Regional"",53.00,6.00,4.00,0.00,0.00,0.00,2.00,0.00,0.00,220.00,127.00,0.00,0.00,0.00,93.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SMF"",""Sacramento, CA: Sacramento International"",398.00,25.00,12.00,7.00,0.00,1.00,5.00,0.00,3.00,1606.00,684.00,470.00,0.00,153.00,299.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SNA"",""Santa Ana, CA: John Wayne Airport-Orange County"",229.00,15.00,13.00,0.00,0.00,0.00,2.00,1.00,0.00,765.00,665.00,0.00,0.00,0.00,100.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SRQ"",""Sarasota/Bradenton, FL: Sarasota/Bradenton International"",8.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,59.00,59.00,0.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""STL"",""St. Louis, MO: St Louis Lambert International"",214.00,24.00,22.00,0.00,0.00,0.00,2.00,0.00,0.00,843.00,778.00,0.00,0.00,0.00,65.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""STS"",""Santa Rosa, CA: Charles M. Schulz - Sonoma County"",76.00,3.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,155.00,38.00,0.00,0.00,0.00,117.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SUN"",""Sun Valley/Hailey/Ketchum, ID: Friedman Memorial"",170.00,34.00,31.00,2.00,1.00,0.00,0.00,0.00,4.00,1102.00,886.00,195.00,21.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SUX"",""Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field"",29.00,3.00,2.00,0.00,0.00,0.00,1.00,1.00,0.00,165.00,87.00,0.00,0.00,0.00,78.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""SYR"",""Syracuse, NY: Syracuse Hancock International"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""TLH"",""Tallahassee, FL: Tallahassee International"",42.00,7.00,5.00,0.00,0.00,0.00,2.00,1.00,0.00,586.00,232.00,0.00,0.00,0.00,354.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""TPA"",""Tampa, FL: Tampa International"",9.00,4.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,152.00,130.00,0.00,22.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""TRI"",""Bristol/Johnson City/Kingsport, TN: Tri Cities"",31.00,5.00,1.00,0.00,1.00,0.00,3.00,0.00,1.00,352.00,103.00,0.00,49.00,0.00,200.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""TUL"",""Tulsa, OK: Tulsa International"",141.00,28.00,21.00,0.00,1.00,0.00,6.00,1.00,1.00,1477.00,1075.00,0.00,142.00,0.00,260.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""TUS"",""Tucson, AZ: Tucson International"",462.00,59.00,38.00,9.00,1.00,0.00,11.00,0.00,0.00,3411.00,1995.00,813.00,39.00,0.00,564.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""TVC"",""Traverse City, MI: Cherry Capital"",90.00,16.00,12.00,4.00,0.00,0.00,0.00,2.00,0.00,2326.00,1535.00,791.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""TWF"",""Twin Falls, ID: Joslin Field - Magic Valley Regional"",100.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,326.00,326.00,0.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""TYS"",""Knoxville, TN: McGhee Tyson"",47.00,6.00,5.00,0.00,0.00,0.00,1.00,0.00,0.00,200.00,143.00,0.00,0.00,0.00,57.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""VCT"",""Victoria, TX: Victoria Regional"",53.00,6.00,4.00,1.00,0.00,0.00,1.00,2.00,0.00,1760.00,1614.00,58.00,0.00,0.00,88.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""VEL"",""Vernal, UT: Vernal Regional"",53.00,6.00,2.00,3.00,0.00,0.00,1.00,3.00,4.00,346.00,61.00,224.00,0.00,0.00,61.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""VPS"",""Valparaiso, FL: Eglin AFB Destin Fort Walton Beach"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""XNA"",""Fayetteville, AR: Northwest Arkansas Regional"",31.00,3.00,2.00,1.00,0.00,0.00,0.00,0.00,3.00,99.00,64.00,35.00,0.00,0.00,0.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""XWA"",""Williston, ND: Williston Basin International"",57.00,7.00,5.00,0.00,0.00,0.00,2.00,0.00,0.00,316.00,237.00,0.00,0.00,0.00,79.00,"
"2020,12,""OO"",""SkyWest Airlines Inc."",""YUM"",""Yuma, AZ: Yuma MCAS/Yuma International"",125.00,13.00,7.00,0.00,0.00,0.00,6.00,1.00,0.00,1095.00,410.00,0.00,0.00,0.00,685.00,"
"2020,12,""UA"",""United Air Lines Inc."",""ANC"",""Anchorage, AK: Ted Stevens Anchorage International"",35.00,7.00,3.60,0.00,2.73,0.00,0.67,0.00,0.00,349.00,231.00,0.00,90.00,0.00,28.00,"
"2020,12,""UA"",""United Air Lines Inc."",""ATL"",""Atlanta, GA: Hartsfield-Jackson Atlanta International"",164.00,24.00,10.31,0.00,9.07,0.00,4.62,1.00,0.00,1097.00,537.00,0.00,302.00,0.00,258.00,"
"2020,12,""UA"",""United Air Lines Inc."",""AUS"",""Austin, TX: Austin - Bergstrom International"",294.00,32.00,15.73,1.00,8.27,0.00,7.00,1.00,1.00,1720.00,706.00,26.00,323.00,0.00,665.00,"
"2020,12,""UA"",""United Air Lines Inc."",""BDL"",""Hartford, CT: Bradley International"",33.00,10.00,4.65,0.00,2.72,0.00,2.63,1.00,0.00,549.00,300.00,0.00,73.00,0.00,176.00,"
"2020,12,""UA"",""United Air Lines Inc."",""BIL"",""Billings, MT: Billings Logan International"",55.00,9.00,3.06,0.00,1.41,0.00,4.53,0.00,0.00,535.00,172.00,0.00,51.00,0.00,312.00,"
"2020,12,""UA"",""United Air Lines Inc."",""BNA"",""Nashville, TN: Nashville International"",67.00,7.00,3.16,0.00,1.27,0.00,2.57,0.00,0.00,250.00,103.00,0.00,46.00,0.00,101.00,"
"2020,12,""UA"",""United Air Lines Inc."",""BOI"",""Boise, ID: Boise Air Terminal"",57.00,7.00,2.81,0.00,1.22,0.00,2.97,0.00,0.00,458.00,134.00,0.00,41.00,0.00,283.00,"
"2020,12,""UA"",""United Air Lines Inc."",""BOS"",""Boston, MA: Logan International"",538.00,52.00,18.53,3.78,19.79,0.00,9.89,30.00,0.00,2983.00,812.00,672.00,632.00,0.00,867.00,"
"2020,12,""UA"",""United Air Lines Inc."",""BWI"",""Baltimore, MD: Baltimore/Washington International Thurgood Marshall"",96.00,14.00,6.54,0.98,3.63,0.00,2.84,0.00,0.00,753.00,360.00,117.00,84.00,0.00,192.00,"
"2020,12,""UA"",""United Air Lines Inc."",""BZN"",""Bozeman, MT: Bozeman Yellowstone International"",111.00,16.00,5.85,0.00,5.94,0.00,4.21,2.00,0.00,621.00,290.00,0.00,156.00,0.00,175.00,"
"2020,12,""UA"",""United Air Lines Inc."",""CHS"",""Charleston, SC: Charleston AFB/International"",29.00,5.00,2.18,1.00,0.00,0.00,1.82,0.00,0.00,382.00,98.00,76.00,0.00,0.00,208.00,"
"2020,12,""UA"",""United Air Lines Inc."",""CLE"",""Cleveland, OH: Cleveland-Hopkins International"",309.00,38.00,15.18,0.00,12.92,0.00,9.90,1.00,1.00,1946.00,866.00,0.00,331.00,0.00,749.00,"
"2020,12,""UA"",""United Air Lines Inc."",""CLT"",""Charlotte, NC: Charlotte Douglas International"",47.00,8.00,3.71,1.00,0.34,0.00,2.94,1.00,0.00,397.00,136.00,72.00,20.00,0.00,169.00,"
"2020,12,""UA"",""United Air Lines Inc."",""CMH"",""Columbus, OH: John Glenn Columbus International"",2.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,58.00,0.00,0.00,0.00,0.00,58.00,"
"2020,12,""UA"",""United Air Lines Inc."",""COS"",""Colorado Springs, CO: City of Colorado Springs Municipal"",13.00,4.00,0.68,0.00,0.36,0.00,2.96,0.00,0.00,295.00,21.00,0.00,9.00,0.00,265.00,"
"2020,12,""UA"",""United Air Lines Inc."",""CVG"",""Cincinnati, OH: Cincinnati/Northern Kentucky International"",31.00,8.00,1.30,0.00,3.00,0.00,3.70,0.00,0.00,338.00,73.00,0.00,59.00,0.00,206.00,"
"2020,12,""UA"",""United Air Lines Inc."",""DCA"",""Washington, DC: Ronald Reagan Washington National"",53.00,4.00,0.69,0.00,3.31,0.00,0.00,0.00,0.00,93.00,11.00,0.00,82.00,0.00,0.00,"
"2020,12,""UA"",""United Air Lines Inc."",""DEN"",""Denver, CO: Denver International"",4195.00,531.00,127.90,8.12,305.32,0.96,88.70,45.00,2.00,31066.00,11998.00,364.00,11346.00,118.00,7240.00,"
"2020,12,""UA"",""United Air Lines Inc."",""DFW"",""Dallas/Fort Worth, TX: Dallas/Fort Worth International"",151.00,28.00,8.75,2.20,11.26,0.00,5.79,0.00,0.00,1594.00,620.00,91.00,457.00,0.00,426.00,"
"2020,12,""UA"",""United Air Lines Inc."",""DSM"",""Des Moines, IA: Des Moines International"",30.00,10.00,3.36,0.64,4.63,0.00,1.38,0.00,0.00,1130.00,153.00,448.00,195.00,0.00,334.00,"
"2020,12,""UA"",""United Air Lines Inc."",""DTW"",""Detroit, MI: Detroit Metro Wayne County"",12.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,51.00,51.00,0.00,0.00,0.00,0.00,"
"2020,12,""UA"",""United Air Lines Inc."",""EGE"",""Eagle, CO: Eagle County Regional"",53.00,9.00,0.49,1.65,6.86,0.00,0.00,1.00,4.00,502.00,26.00,139.00,337.00,0.00,0.00,"
"2020,12,""UA"",""United Air Lines Inc."",""EUG"",""Eugene, OR: Mahlon Sweet Field"",31.00,6.00,0.67,0.00,2.33,0.00,3.00,0.00,0.00,394.00,33.00,0.00,79.00,0.00,282.00,"
"2020,12,""UA"",""United Air Lines Inc."",""EWR"",""Newark, NJ: Newark Liberty International"",2108.00,231.00,83.55,9.36,95.02,0.00,43.07,54.00,1.00,11994.00,5048.00,802.00,3086.00,0.00,3058.00,"
"2020,12,""UA"",""United Air Lines Inc."",""FCA"",""Kalispell, MT: Glacier Park International"",31.00,6.00,3.18,0.00,0.94,0.00,1.87,0.00,1.00,175.00,72.00,0.00,28.00,0.00,75.00,"
"2020,12,""UA"",""United Air Lines Inc."",""FLL"",""Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"",598.00,66.00,25.12,4.00,27.78,0.00,9.10,8.00,0.00,3361.00,1305.00,136.00,865.00,0.00,1055.00,"
"2020,12,""UA"",""United Air Lines Inc."",""FSD"",""Sioux Falls, SD: Joe Foss Field"",31.00,5.00,2.77,0.00,1.02,0.00,1.22,0.00,0.00,208.00,109.00,0.00,23.00,0.00,76.00,"
"2020,12,""UA"",""United Air Lines Inc."",""GEG"",""Spokane, WA: Spokane International"",62.00,9.00,6.57,0.00,1.54,0.00,0.89,0.00,0.00,535.00,375.00,0.00,60.00,0.00,100.00,"
"2020,12,""UA"",""United Air Lines Inc."",""GUM"",""Guam, TT: Guam International"",44.00,2.00,1.52,0.00,0.00,0.00,0.48,0.00,0.00,150.00,87.00,0.00,0.00,0.00,63.00,"
"2020,12,""UA"",""United Air Lines Inc."",""HDN"",""Hayden, CO: Yampa Valley"",23.00,3.00,1.58,0.00,1.42,0.00,0.00,0.00,0.00,88.00,47.00,0.00,41.00,0.00,0.00,"
"2020,12,""UA"",""United Air Lines Inc."",""HNL"",""Honolulu, HI: Daniel K Inouye International"",294.00,24.00,12.13,0.00,6.91,0.00,4.97,1.00,1.00,1658.00,711.00,0.00,200.00,0.00,747.00,"
"2020,12,""UA"",""United Air Lines Inc."",""IAD"",""Washington, DC: Washington Dulles International"",1301.00,125.00,50.86,4.35,43.92,0.00,25.87,32.00,1.00,7273.00,2836.00,1386.00,1275.00,0.00,1776.00,"
"2020,12,""UA"",""United Air Lines Inc."",""IAH"",""Houston, TX: George Bush Intercontinental/Houston"",2561.00,259.00,69.87,5.98,130.92,0.00,52.23,6.00,2.00,10369.00,2815.00,237.00,3826.00,0.00,3491.00,"
"2020,12,""UA"",""United Air Lines Inc."",""IND"",""Indianapolis, IN: Indianapolis International"",62.00,11.00,3.48,0.00,3.41,0.00,4.11,0.00,0.00,614.00,137.00,0.00,216.00,0.00,261.00,"
"2020,12,""UA"",""United Air Lines Inc."",""JAC"",""Jackson, WY: Jackson Hole"",137.00,21.00,10.46,0.81,4.35,0.00,5.38,0.00,0.00,1541.00,1161.00,38.00,102.00,0.00,240.00,"
"2020,12,""UA"",""United Air Lines Inc."",""JAX"",""Jacksonville, FL: Jacksonville International"",30.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,63.00,19.00,0.00,44.00,0.00,0.00,"
"2020,12,""UA"",""United Air Lines Inc."",""KOA"",""Kona, HI: Ellison Onizuka Kona International at Keahole"",109.00,7.00,1.96,0.00,4.04,0.00,1.00,0.00,0.00,244.00,104.00,0.00,124.00,0.00,16.00,"
